Country,Player,Mins,Gls,Ast,PK,PKatt,Shots,SoT,CrdY,CrdR,GA,Saves,Total 90s,Gls_per_90,Ast_per_90,Shots_per_90,SoT_per_90,CrdY_per_90,CrdR_per_90,GA_per_90,Saves_per_90
Japan,Kyogo Furuhashi,821,5,2,0,0,1.0,0.0,1,0,0.0,0.0,9.122222222222222,0.5481120584652862,0.2192448233861145,0.10962241169305725,0.0,0.10962241169305725,0.0,0.0,0.0
Japan,Kōta Takai,221,0,0,0,0,0.0,0.0,0,0,0.0,0.0,2.4555555555555557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Mao Hosoya,117,2,0,0,0,2.0,2.0,0,0,0.0,0.0,1.3,1.5384615384615383,0.0,1.5384615384615383,1.5384615384615383,0.0,0.0,0.0,0.0
Japan,Maya Yoshida,2175,2,2,0,0,0.0,0.0,1,0,0.0,0.0,24.166666666666668,0.08275862068965517,0.08275862068965517,0.0,0.0,0.041379310344827586,0.0,0.0,0.0
Japan,Miki Yamane,847,1,2,0,0,0.0,0.0,1,0,0.0,0.0,9.411111111111111,0.10625737898465171,0.21251475796930341,0.0,0.0,0.10625737898465171,0.0,0.0,0.0
Japan,Musashi Suzuki,191,0,0,0,0,0.0,0.0,1,0,0.0,0.0,2.1222222222222222,0.0,0.0,0.0,0.0,0.4712041884816754,0.0,0.0,0.0
Japan,Naomichi Ueda,542,1,0,0,0,0.0,0.0,0,0,0.0,0.0,6.022222222222222,0.16605166051660517,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Reo Hatate,466,0,1,0,0,3.0,1.0,0,0,0.0,0.0,5.177777777777778,0.0,0.19313304721030042,0.5793991416309012,0.19313304721030042,0.0,0.0,0.0,0.0
Japan,Ritsu Doan,2221,7,7,0,1,23.0,7.0,1,0,0.0,0.0,24.677777777777777,0.28365601080594327,0.28365601080594327,0.9320126069338136,0.28365601080594327,0.040522287257991896,0.0,0.0,0.0
Japan,Ryoya Morishita,158,1,0,0,0,1.0,1.0,0,0,0.0,0.0,1.7555555555555555,0.569620253164557,0.0,0.569620253164557,0.569620253164557,0.0,0.0,0.0,0.0
Japan,Ryoya Ogawa,243,0,1,0,0,0.0,0.0,0,0,0.0,0.0,2.7,0.0,0.37037037037037035,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Ryūnosuke Satō,22,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.24444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Japan,Sei Muroya,473,0,2,0,0,0.0,0.0,1,0,0.0,0.0,5.2555555555555555,0.0,0.38054968287526425,0.0,0.0,0.19027484143763213,0.0,0.0,0.0
Japan,Seiya Maikuma,509,0,2,0,0,1.0,0.0,2,0,0.0,0.0,5.655555555555556,0.0,0.3536345776031434,0.1768172888015717,0.0,0.3536345776031434,0.0,0.0,0.0
