Country,Player,Mins,Gls,Ast,PK,PKatt,Shots,SoT,TklW,CrdY,CrdR,GA,Saves,Total 90s,Gls_per_90,Ast_per_90,Shots_per_90,SoT_per_90,CrdY_per_90,CrdR_per_90,GA_per_90,Saves_per_90
United States,Paxton Pomykal,64,0,0,0,0,0.0,0.0,0.0,0,0,3.0,0.0,0.7111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,4.21875,0.0
United States,Quinn Sullivan,140,0,0,0,0,3.0,2.0,2.0,1,0,7.0,0.0,1.5555555555555556,0.0,0.0,1.9285714285714286,1.2857142857142856,0.6428571428571428,0.0,4.5,0.0
United States,Reggie Cannon,273,0,1,0,0,1.0,0.0,0.0,1,0,4.0,0.0,3.033333333333333,0.0,0.32967032967032966,0.32967032967032966,0.0,0.32967032967032966,0.0,1.3186813186813187,0.0
United States,Ricardo Pepi,1215,6,1,0,0,7.0,5.0,1.0,0,0,22.0,0.0,13.5,0.4444444444444444,0.07407407407407407,0.5185185185185185,0.37037037037037035,0.0,0.0,1.6296296296296295,0.0
United States,Sam Rogers,19,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.2111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
United States,Sam Vines,180,0,0,0,0,0.0,0.0,1.0,0,0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
United States,Sean Johnson,270,0,0,0,0,0.0,0.0,0.0,0,0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0
United States,Sebastian Berhalter,602,0,2,0,0,4.0,1.0,6.0,1,0,11.0,0.0,6.688888888888889,0.0,0.29900332225913623,0.5980066445182725,0.14950166112956811,0.14950166112956811,0.0,1.6445182724252492,0.0
United States,Sebastian Lletget,320,1,1,0,0,0.0,0.0,1.0,0,0,3.0,0.0,3.5555555555555554,0.28125,0.28125,0.0,0.0,0.0,0.0,0.84375,0.0
United States,Sergiño Dest,1379,1,2,0,0,6.0,0.0,4.0,1,0,16.0,0.0,15.322222222222223,0.06526468455402465,0.1305293691080493,0.3915881073241479,0.0,0.06526468455402465,0.0,1.0442349528643944,0.0
United States,Shaq Moore,408,1,0,0,0,2.0,1.0,3.0,1,0,6.0,0.0,4.533333333333333,0.22058823529411764,0.0,0.4411764705882353,0.22058823529411764,0.22058823529411764,0.0,1.3235294117647058,0.0
United States,Tanner Tessmann,225,0,0,0,0,0.0,0.0,0.0,0,0,4.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0
United States,Tim Ream,2241,0,0,0,0,1.0,0.0,7.0,1,0,32.0,0.0,24.9,0.0,0.0,0.040160642570281124,0.0,0.040160642570281124,0.0,1.285140562248996,0.0
United States,Timothy Weah,1746,5,3,0,0,8.0,4.0,0.0,2,1,23.0,0.0,19.4,0.2577319587628866,0.15463917525773196,0.4123711340206186,0.2061855670103093,0.10309278350515465,0.051546391752577324,1.1855670103092784,0.0
United States,Tristan Blackmon,173,0,0,0,0,0.0,0.0,0.0,0,0,2.0,0.0,1.9222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,1.0404624277456647,0.0
United States,Tyler Adams,2354,0,0,0,0,1.0,0.0,18.0,6,0,29.0,0.0,26.155555555555555,0.0,0.0,0.038232795242141036,0.0,0.22939677145284623,0.0,1.1087510620220902,0.0
United States,Walker Zimmerman,1815,1,1,0,0,1.0,0.0,4.0,2,0,21.0,0.0,20.166666666666668,0.04958677685950413,0.04958677685950413,0.04958677685950413,0.0,0.09917355371900825,0.0,1.0413223140495866,0.0
United States,Weston McKennie,1897,2,1,0,0,7.0,1.0,2.0,4,0,22.0,0.0,21.07777777777778,0.0948866631523458,0.0474433315761729,0.33210332103321033,0.0474433315761729,0.1897733263046916,0.0,1.043753294675804,0.0
United States,Yunus Musah,1964,1,1,0,0,4.0,1.0,11.0,2,0,27.0,0.0,21.822222222222223,0.045824847250509164,0.045824847250509164,0.18329938900203666,0.045824847250509164,0.09164969450101833,0.0,1.2372708757637474,0.0
United States,Zack Steffen,630,0,0,0,0,0.0,0.0,0.0,1,0,5.0,0.0,7.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.7142857142857143,0.0
