Country,Date,Player,Mins,Pos,Gls,Ast,PK,PKatt,Shots,SoT,CrdY,CrdR,GA,Saves,Save%,Pk SO scorer,GK PK SO saves
England,2021-09-02,John Stones,90,CB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
England,2021-09-02,Kyle Walker,90,RB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
England,2021-09-02,Jordan Pickford,90,GK,0,0,0,0,0,0,0,0,0,1,100.0,NA,0
England,2021-09-05,Bukayo Saka,90,FW,1,1,0,0,3,1,0,0,NA,NA,NA,NA,NA
England,2021-09-05,Patrick Bamford,61,FW,0,0,0,0,2,1,0,0,NA,NA,NA,NA,NA
England,2021-09-05,Harry Kane,29,FW,1,0,1,1,2,2,0,0,NA,NA,NA,NA,NA
England,2021-09-05,Jesse Lingard,90,FW,2,1,0,0,5,2,0,0,NA,NA,NA,NA,NA
England,2021-09-05,Trent Alexander-Arnold,90,CM,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA
England,2021-09-05,Jordan Henderson,90,CM,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
England,2021-09-05,Jude Bellingham,61,CM,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
England,2021-09-05,Mason Mount,29,MF,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
England,2021-09-05,Kieran Trippier,90,LB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
England,2021-09-05,Conor Coady,90,CB,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
England,2021-09-05,Tyrone Mings,90,CB,0,0,0,0,1,0,1,0,NA,NA,NA,NA,NA
England,2021-09-05,Reece James,61,RB,0,0,0,0,2,0,0,0,NA,NA,NA,NA,NA
England,2021-09-05,Jack Grealish,29,"FW,MF",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
England,2021-09-05,Sam Johnstone,90,GK,0,0,0,0,0,0,0,0,0,1,100.0,NA,0
England,2021-09-08,Harry Kane,90,FW,1,0,0,0,2,1,0,0,NA,NA,NA,NA,NA
England,2021-09-08,Jack Grealish,90,AM,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
England,2021-09-08,Mason Mount,90,AM,0,0,0,0,4,0,0,0,NA,NA,NA,NA,NA
England,2021-09-08,Raheem Sterling,90,AM,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
England,2021-09-08,Declan Rice,90,DM,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
England,2021-09-08,Kalvin Phillips,90,DM,0,0,0,0,2,1,1,0,NA,NA,NA,NA,NA
England,2021-09-08,Luke Shaw,90,LB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
England,2021-09-08,Harry Maguire,90,CB,0,0,0,0,2,0,1,0,NA,NA,NA,NA,NA
England,2021-09-08,John Stones,90,CB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
England,2021-09-08,Kyle Walker,90,RB,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA
England,2021-09-08,Jordan Pickford,90,GK,0,0,0,0,0,0,0,0,1,3,75.0,NA,0
England,2021-10-09,Jadon Sancho,72,FW,0,2,0,0,1,1,1,0,NA,NA,NA,NA,NA
England,2021-10-09,Jack Grealish,18,"FW,MF",1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA
England,2021-10-09,Tammy Abraham,78,FW,1,0,0,0,3,2,0,0,NA,NA,NA,NA,NA
England,2021-10-09,Ollie Watkins,12,"FW,MF",0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
England,2021-10-09,Bukayo Saka,90,FW,1,0,0,0,2,1,0,0,NA,NA,NA,NA,NA
