Country,Date,Player,Mins,Pos,Gls,Ast,PK,PKatt,Shots,SoT,CrdY,CrdR,GA,Saves,Save%,Pk SO scorer,GK PK SO saves
Argentina,2021-06-14,Nicolás Tagliafico,90,LB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-14,Nicolás Otamendi,90,CB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-14,Lucas Martínez Quarta,90,CB,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA
Argentina,2021-06-14,Gonzalo Montiel,84,RB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-14,Nahuel Molina,6,RB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-14,Emiliano Martínez,90,GK,0,0,0,0,0,0,0,0,1,2,75.0,NA,0
Argentina,2021-06-21,Sergio Agüero,58,FW,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-21,Joaquín Correa,32,"LW,FW",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-21,Papu Gómez,71,LW,1,0,0,0,2,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-21,Rodrigo De Paul,19,RM,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-21,Ángel Di María,80,RW,0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-21,Ángel Correa,10,RW,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-21,Lionel Messi,90,"AM,FW",0,0,0,0,3,2,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-21,Leandro Paredes,80,"DM,LM",0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA
Argentina,2021-06-21,Nicolás Domínguez,10,LM,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-21,Guido Rodríguez,90,"DM,CM",0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-21,Nicolás Tagliafico,90,LB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-21,Germán Pezzella,90,CB,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-21,Cristian Romero,90,CB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-21,Nahuel Molina,90,RB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-21,Emiliano Martínez,90,GK,0,0,0,0,0,0,0,0,0,2,100.0,NA,0
Argentina,2021-06-28,Sergio Agüero,62,FW,0,1,0,0,3,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-28,Lautaro Martínez,28,FW,1,0,0,0,3,3,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-28,Papu Gómez,55,LW,1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-28,Julián Álvarez,35,"RM,RW,LW",0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-28,Ángel Correa,63,"RW,LW",0,0,0,0,2,2,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-28,Giovani Lo Celso,27,LM,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-28,Lionel Messi,90,"AM,FW,RW",2,1,1,1,4,3,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-28,Guido Rodríguez,70,"DM,CM",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-28,Leandro Paredes,20,CM,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-28,Exequiel Palacios,70,"DM,RM",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-28,Nicolás Domínguez,20,CM,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-28,Marcos Acuña,90,LB,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA
Argentina,2021-06-28,Lisandro Martínez,90,CB,0,0,0,0,1,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-28,Germán Pezzella,90,CB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-28,Gonzalo Montiel,90,RB,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-06-28,Franco Armani,90,GK,0,0,0,0,0,0,0,0,1,1,50.0,NA,0
Argentina,2021-07-03,Lautaro Martínez,89,FW,1,0,0,0,4,2,0,0,NA,NA,NA,NA,NA
Argentina,2021-07-03,Sergio Agüero,1,FW,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-07-03,Nicolás González,82,"LW,LM",0,0,0,0,4,2,1,0,NA,NA,NA,NA,NA
Argentina,2021-07-03,Nicolás Tagliafico,8,LB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-07-03,Lionel Messi,90,"RW,FW",1,2,0,0,7,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-07-03,Giovani Lo Celso,70,LM,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-07-03,Ángel Di María,20,"RM,LM",0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-07-03,Leandro Paredes,70,CM,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-07-03,Guido Rodríguez,20,CM,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-07-03,Rodrigo De Paul,90,"RM,CM",1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-07-03,Marcos Acuña,90,"LB,LM",0,0,0,0,2,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-07-03,Nicolás Otamendi,90,CB,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA
Argentina,2021-07-03,Germán Pezzella,90,CB,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-07-03,Nahuel Molina,90,RB,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-07-03,Emiliano Martínez,90,GK,0,0,0,0,0,0,0,0,0,2,100.0,NA,0
Argentina,2021-09-02,Lautaro Martínez,74,FW,1,1,0,0,5,2,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-02,Papu Gómez,16,"FW,MF",0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-02,Lionel Messi,90,FW,0,0,0,0,3,2,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-02,Giovani Lo Celso,61,LM,0,1,0,0,1,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-02,Joaquín Correa,29,"FW,MF",1,0,0,0,1,1,0,0,NA,NA,NA,NA,NA
Argentina,2021-09-02,Guido Rodríguez,79,CM,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
